,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,owns_car,Age,age_group,wealth_segment,postcode,state,country,property_valuation,recency,owns_car_flag
8649,8881,71,2374,2017-12-16,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1970-01-01 09:43:16,737.1700000000001,Male,6.0,Design Engineer,Financial Services,No,28.0,<30,Mass Customer,3025.0,Victoria,Australia,9.0,14,0
8650,8882,88,1217,2017-08-16,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01 09:36:26,182.81000000000017,Female,67.0,Structural Engineer,Manufacturing,No,53.0,50-60,High Net Worth,2580.0,New South Wales,Australia,4.0,136,0
8651,8883,25,385,2017-10-13,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01 11:17:52,802.26,Male,69.0,Project Manager,Health,No,55.0,50-60,High Net Worth,2170.0,New South Wales,Australia,9.0,78,0
8652,8884,91,2370,2017-12-10,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,1970-01-01 11:38:42,128.45999999999992,Female,35.0,Analyst Programmer,Property,No,25.0,<30,High Net Worth,2508.0,New South Wales,Australia,10.0,20,0
8655,8887,7,875,2017-04-26,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01 11:43:46,745.94,Male,34.0,Recruiting Manager,Financial Services,Yes,22.0,<30,Mass Customer,3034.0,Victoria,Australia,9.0,248,1
8657,8889,35,1873,2017-08-31,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01 10:45:50,903.11,Male,49.0,General Manager,Manufacturing,Yes,29.0,<30,Affluent Customer,3189.0,Victoria,Australia,10.0,121,1
8658,8890,0,770,2017-10-05,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01 10:02:26,45.96000000000001,Female,10.0,Software Consultant,IT,Yes,37.0,30-40,High Net Worth,3121.0,Victoria,Australia,10.0,86,1
8660,8892,73,1743,2017-06-19,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,1970-01-01 10:24:59,1612.25,Male,80.0,Director of Sales,Manufacturing,Yes,40.0,30-40,Affluent Customer,4570.0,QLD,Australia,3.0,194,1
8661,8893,64,776,2017-11-14,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01 11:19:39,217.51,Male,30.0,Financial Analyst,Financial Services,No,41.0,40-50,High Net Worth,4869.0,QLD,Australia,4.0,46,0
8662,8894,35,1838,2017-04-23,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1970-01-01 10:58:46,903.11,Female,14.0,Business Systems Development Analyst,Financial Services,Yes,57.0,50-60,Affluent Customer,3145.0,Victoria,Australia,11.0,251,1
8663,8895,51,2062,2017-04-08,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01 11:23:29,802.26,Male,67.0,Junior Executive,Retail,No,45.0,40-50,Mass Customer,4104.0,QLD,Australia,7.0,266,0
8664,8896,1,1736,2017-04-10,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 11:51:28,448.67999999999995,Male,83.0,Associate Professor,IT,No,23.0,<30,Affluent Customer,4152.0,QLD,Australia,4.0,264,0
8665,8897,76,2436,2017-01-15,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,1970-01-01 11:38:42,128.45999999999992,Male,37.0,Help Desk Technician,IT,No,35.0,30-40,Mass Customer,2032.0,New South Wales,Australia,11.0,349,0
8666,8898,25,254,2017-04-14,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01 11:15:53,709.34,Female,98.0,Information Systems Manager,Retail,No,60.0,50-60,Mass Customer,3580.0,Victoria,Australia,1.0,260,0
8667,8899,60,3074,2017-12-20,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01 10:44:07,217.51,Male,31.0,VP Quality Control,Health,Yes,52.0,50-60,Mass Customer,2250.0,New South Wales,Australia,9.0,10,1
8668,8900,34,3181,2017-11-29,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01 10:36:56,1069.5500000000002,Male,39.0,Senior Editor,Financial Services,No,45.0,40-50,High Net Worth,2642.0,New South Wales,Australia,2.0,31,0
8669,8901,57,701,2017-11-28,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01 11:42:52,1630.25,Male,18.0,Food Chemist,Health,Yes,65.0,60+,Mass Customer,4562.0,QLD,Australia,5.0,32,1
8670,8902,80,2684,2017-11-22,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 10:02:25,139.2299999999999,Male,96.0,Health Coach IV,Health,Yes,57.0,50-60,Mass Customer,4860.0,QLD,Australia,2.0,38,1
8671,8903,19,1536,2017-11-25,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01 09:46:00,4.8,Female,28.0,Software Consultant,Financial Services,Yes,42.0,40-50,Affluent Customer,2759.0,New South Wales,Australia,9.0,35,1
8672,8904,100,2798,2017-07-08,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01 09:46:00,152.54999999999995,Male,59.0,Recruiter,Argiculture,Yes,56.0,50-60,High Net Worth,3064.0,Victoria,Australia,5.0,175,1
8673,8905,66,13,2017-02-16,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,1970-01-01 09:49:38,574.6200000000001,Male,38.0,Developer I,Financial Services,Yes,66.0,60+,High Net Worth,3799.0,Victoria,Australia,6.0,317,1
8674,8906,39,508,2017-07-28,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 10:08:18,1230.27,Female,94.0,Project Manager,Property,Yes,50.0,40-50,Mass Customer,2487.0,New South Wales,Australia,9.0,155,1
8675,8907,100,1343,2017-01-07,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01 10:30:38,152.54999999999995,Male,67.0,Dental Hygienist,Health,No,42.0,40-50,High Net Worth,3196.0,Victoria,Australia,8.0,357,0
8676,8908,70,2166,2017-10-15,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1970-01-01 11:41:45,198.29000000000002,Female,78.0,Nurse,Property,No,37.0,30-40,Mass Customer,2770.0,New South Wales,Australia,6.0,76,0
8677,8909,37,2009,2017-04-08,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 09:52:40,1544.6100000000001,Female,19.0,Staff Accountant IV,Health,Yes,61.0,60+,Affluent Customer,2763.0,New South Wales,Australia,8.0,266,1
8678,8910,4,3262,2017-10-14,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01 10:42:53,451.6500000000001,Male,65.0,Product Engineer,Entertainment,No,62.0,60+,Mass Customer,4221.0,QLD,Australia,8.0,77,0
8679,8911,65,194,2017-02-09,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01 11:42:25,1028.76,Female,4.0,Web Developer III,Financial Services,No,47.0,40-50,Affluent Customer,4680.0,QLD,Australia,5.0,324,0
8681,8913,45,2185,2017-08-06,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1970-01-01 09:27:51,356.5,Female,40.0,Human Resources Assistant II,Property,No,58.0,50-60,Mass Customer,2527.0,New South Wales,Australia,7.0,146,0
8683,8915,72,21,2017-12-24,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01 11:38:42,90.09999999999997,Male,74.0,Safety Technician I,Manufacturing,Yes,41.0,40-50,Affluent Customer,2650.0,New South Wales,Australia,7.0,6,1
8684,8916,40,2911,2017-01-15,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01 10:45:50,583.2700000000001,Female,55.0,Assistant Media Planner,Entertainment,No,53.0,50-60,Mass Customer,3106.0,Victoria,Australia,10.0,349,0
8685,8917,40,2445,2017-10-17,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01 10:45:50,583.2700000000001,Male,46.0,Quality Control Specialist,Retail,No,45.0,40-50,Affluent Customer,2280.0,New South Wales,Australia,8.0,74,0
8687,8919,86,625,2017-04-15,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01 10:45:50,309.80999999999995,Female,33.0,Assistant Media Planner,Entertainment,Yes,47.0,40-50,High Net Worth,4116.0,QLD,Australia,7.0,259,1
8688,8920,86,2524,2017-03-28,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01 10:27:06,110.56,Male,84.0,Help Desk Technician,Retail,Yes,52.0,50-60,Mass Customer,2190.0,New South Wales,Australia,10.0,277,1
8691,8923,6,1104,2017-03-09,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,1970-01-01 10:27:39,91.15,Female,82.0,Programmer III,Retail,No,62.0,60+,Mass Customer,2565.0,New South Wales,Australia,6.0,296,0
8692,8924,54,3048,2017-11-19,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1970-01-01 11:05:15,1279.3999999999999,Male,38.0,Legal Assistant,Manufacturing,No,52.0,50-60,Mass Customer,3677.0,Victoria,Australia,1.0,41,0
8693,8926,96,1090,2017-10-20,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 10:25:39,129.01,Female,15.0,Computer Systems Analyst II,Telecommunications,No,46.0,40-50,Affluent Customer,2121.0,New South Wales,Australia,11.0,71,0
8694,8927,78,1400,2017-01-07,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1970-01-01 09:50:55,1055.82,Female,51.0,Senior Developer,Manufacturing,Yes,39.0,30-40,Affluent Customer,4217.0,QLD,Australia,4.0,357,1
8695,8928,24,1952,2017-02-02,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,1970-01-01 09:28:35,957.02,Female,35.0,Payment Adjustment Coordinator,Health,Yes,47.0,40-50,Mass Customer,4035.0,QLD,Australia,8.0,331,1
8696,8929,97,1227,2017-04-15,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,1970-01-01 09:35:56,50.66,Female,63.0,Software Engineer I,IT,Yes,32.0,30-40,Affluent Customer,2285.0,New South Wales,Australia,7.0,259,1
8699,8932,27,2565,2017-09-06,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01 09:24:48,110.80999999999995,Female,62.0,Junior Executive,Health,Yes,52.0,50-60,Affluent Customer,2007.0,New South Wales,Australia,11.0,115,1
8700,8933,55,1124,2017-04-13,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1970-01-01 11:42:52,1295.43,Male,36.0,Health Coach III,Health,Yes,56.0,50-60,Affluent Customer,2118.0,New South Wales,Australia,11.0,261,1
8701,8935,66,2476,2017-12-04,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,1970-01-01 11:49:20,574.6200000000001,Male,13.0,Administrative Officer,Property,No,65.0,60+,High Net Worth,4118.0,QLD,Australia,5.0,26,0
8702,8936,30,1988,2017-07-13,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1970-01-01 11:41:45,299.27,Male,27.0,Recruiting Manager,Property,No,64.0,60+,Mass Customer,3216.0,Victoria,Australia,5.0,170,0
8703,8937,62,1154,2017-02-22,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01 09:29:03,179.44,Male,26.0,Research Nurse,Health,Yes,47.0,40-50,Mass Customer,2222.0,New South Wales,Australia,11.0,311,1
8704,8938,61,2351,2017-05-15,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,1970-01-01 10:44:07,14.229999999999997,Female,35.0,Assistant Professor,Retail,Yes,29.0,<30,Affluent Customer,3181.0,Victoria,Australia,10.0,229,1
8706,8940,91,2462,2017-09-12,0.0,Cancelled,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 10:06:07,25.08999999999999,Male,17.0,Assistant Media Planner,Entertainment,No,41.0,40-50,Affluent Customer,3028.0,Victoria,Australia,8.0,109,0
8709,8943,91,3189,2017-11-04,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 10:06:07,25.08999999999999,Male,40.0,Environmental Specialist,Financial Services,No,58.0,50-60,Mass Customer,4205.0,QLD,Australia,3.0,56,0
8710,8944,89,2082,2017-01-22,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01 10:27:06,1305.25,Female,38.0,Legal Assistant,Health,Yes,42.0,40-50,Affluent Customer,2469.0,New South Wales,Australia,1.0,342,1
8714,8948,1,1371,2017-12-04,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 11:17:29,448.67999999999995,Female,39.0,Design Engineer,Retail,Yes,62.0,60+,Mass Customer,3840.0,Victoria,Australia,1.0,26,1
8715,8949,4,3067,2017-05-19,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01 10:37:38,451.6500000000001,Female,8.0,Chief Design Engineer,Manufacturing,Yes,30.0,<30,Mass Customer,3806.0,Victoria,Australia,6.0,225,1
8716,8951,37,2202,2017-03-31,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 09:52:40,1544.6100000000001,Female,46.0,Physical Therapy Assistant,Financial Services,Yes,44.0,40-50,Affluent Customer,2099.0,New South Wales,Australia,11.0,274,1
8718,8953,29,436,2017-11-10,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01 11:51:36,135.84999999999997,Male,75.0,Internal Auditor,IT,No,64.0,60+,Mass Customer,2085.0,New South Wales,Australia,10.0,50,0
8719,8954,6,750,2017-07-27,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,1970-01-01 10:54:58,91.15,Male,42.0,Analyst Programmer,Retail,Yes,26.0,<30,Affluent Customer,2263.0,New South Wales,Australia,8.0,156,1
8720,8955,12,2572,2017-05-12,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01 10:36:56,1069.5500000000002,Female,30.0,Engineer III,Financial Services,No,41.0,40-50,Mass Customer,2075.0,New South Wales,Australia,10.0,232,0
8721,8957,6,2530,2017-08-20,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,1970-01-01 10:30:38,91.15,Female,63.0,Business Systems Development Analyst,Property,Yes,61.0,60+,Mass Customer,2567.0,New South Wales,Australia,8.0,132,1
8725,8961,29,1181,2017-03-05,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01 11:51:36,135.84999999999997,Female,2.0,Tax Accountant,Argiculture,No,43.0,40-50,Mass Customer,4217.0,QLD,Australia,8.0,300,0
8726,8962,39,3061,2017-09-22,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 09:27:51,1230.27,Female,51.0,Office Assistant IV,Manufacturing,Yes,30.0,<30,Affluent Customer,2530.0,New South Wales,Australia,8.0,99,1
8728,8964,73,941,2017-11-25,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,1970-01-01 10:27:48,1612.25,Male,13.0,Recruiting Manager,Financial Services,Yes,26.0,<30,Affluent Customer,4507.0,QLD,Australia,8.0,35,1
8729,8965,21,2629,2017-11-16,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01 11:35:01,1103.43,Female,60.0,Engineer IV,Entertainment,No,45.0,40-50,High Net Worth,2000.0,New South Wales,Australia,9.0,44,0
8730,8966,33,985,2017-12-16,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01 10:58:46,199.0999999999999,Female,29.0,Help Desk Operator,Retail,No,51.0,50-60,High Net Worth,4500.0,QLD,Australia,4.0,14,0
8731,8967,0,1636,2017-05-14,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01 10:41:22,72.59999999999997,Female,65.0,Chemical Engineer,Manufacturing,Yes,41.0,40-50,High Net Worth,2478.0,New South Wales,Australia,8.0,230,1
8732,8968,34,1422,2017-11-13,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01 10:58:46,309.80999999999995,Male,31.0,Nuclear Power Engineer,Manufacturing,Yes,49.0,40-50,Affluent Customer,2769.0,New South Wales,Australia,10.0,47,1
8733,8969,0,1165,2017-10-11,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1970-01-01 10:33:22,143.35999999999999,Female,58.0,Administrative Assistant IV,Financial Services,No,28.0,<30,High Net Worth,2710.0,New South Wales,Australia,1.0,80,0
8735,8971,36,2625,2017-01-23,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01 09:52:40,437.46,Female,45.0,Research Assistant I,Manufacturing,Yes,49.0,40-50,Affluent Customer,3810.0,Victoria,Australia,6.0,341,1
8736,8972,63,1675,2017-01-17,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1970-01-01 09:24:39,1383.6100000000001,Male,76.0,Engineer I,Manufacturing,Yes,66.0,60+,Affluent Customer,3068.0,Victoria,Australia,12.0,347,1
8738,8974,98,2329,2017-12-20,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1970-01-01 10:33:22,143.35999999999999,Female,7.0,Computer Systems Analyst II,IT,No,64.0,60+,Affluent Customer,2285.0,New South Wales,Australia,6.0,10,0
8740,8976,60,3426,2017-11-15,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01 11:19:39,217.51,Male,40.0,Assistant Media Planner,Entertainment,No,62.0,60+,Mass Customer,2750.0,New South Wales,Australia,8.0,45,0
8741,8977,29,2182,2017-02-02,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 10:25:39,834.9399999999999,Male,47.0,Assistant Media Planner,Entertainment,Yes,54.0,50-60,High Net Worth,4350.0,QLD,Australia,7.0,331,1
8745,8981,14,584,2017-08-20,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01 11:29:05,152.54999999999995,Female,10.0,Tax Accountant,Manufacturing,Yes,26.0,<30,Affluent Customer,2300.0,New South Wales,Australia,10.0,132,1
8747,8983,85,1595,2017-05-11,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01 11:43:46,827.1599999999999,Female,15.0,Senior Financial Analyst,Financial Services,Yes,45.0,40-50,High Net Worth,3197.0,Victoria,Australia,9.0,233,1
8748,8984,0,1731,2017-10-27,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01 10:41:22,72.59999999999997,Female,26.0,Health Coach III,Health,Yes,62.0,60+,High Net Worth,4161.0,QLD,Australia,5.0,64,1
8749,8985,77,863,2017-06-20,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01 11:15:53,445.2099999999999,Female,19.0,Senior Financial Analyst,Financial Services,No,60.0,50-60,Affluent Customer,3623.0,Victoria,Australia,1.0,193,0
8750,8986,3,1095,2017-12-16,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 11:19:39,1702.5499999999997,Female,2.0,Project Manager,Health,No,63.0,60+,Mass Customer,2101.0,New South Wales,Australia,9.0,14,0
8751,8987,73,2386,2017-10-07,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,1970-01-01 10:24:59,1612.25,Female,93.0,Compensation Analyst,Financial Services,No,24.0,<30,Mass Customer,2200.0,New South Wales,Australia,9.0,84,0
8752,8988,28,1084,2017-04-02,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 09:17:35,133.7800000000002,Female,54.0,Accounting Assistant I,Retail,No,27.0,<30,Affluent Customer,2322.0,New South Wales,Australia,4.0,272,0
8754,8990,45,1439,2017-08-15,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1970-01-01 09:27:51,356.5,Male,97.0,GIS Technical Architect,Retail,No,56.0,50-60,Mass Customer,2154.0,New South Wales,Australia,10.0,137,0
8755,8991,31,3066,2017-05-12,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1970-01-01 09:24:48,57.72999999999999,Female,29.0,Paralegal,Financial Services,Yes,26.0,<30,Affluent Customer,3107.0,Victoria,Australia,10.0,232,1
8756,8992,26,960,2017-10-13,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 10:50:31,1230.3000000000002,Male,1.0,GIS Technical Architect,Health,Yes,53.0,50-60,Mass Customer,3030.0,Victoria,Australia,8.0,78,1
8758,8994,58,1790,2017-09-21,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 11:44:55,771.12,Male,90.0,Budget/Accounting Analyst IV,Health,No,28.0,<30,Affluent Customer,2147.0,New South Wales,Australia,10.0,100,0
8759,8995,14,2968,2017-07-12,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1970-01-01 09:43:16,737.1700000000001,Male,38.0,Human Resources Assistant III,Retail,No,44.0,40-50,High Net Worth,4014.0,QLD,Australia,8.0,171,0
8760,8996,57,2726,2017-05-30,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01 09:14:19,1630.25,Male,49.0,Administrative Officer,Financial Services,No,45.0,40-50,Affluent Customer,2261.0,New South Wales,Australia,7.0,214,0
8761,8997,66,377,2017-07-05,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01 11:14:47,64.92999999999995,Male,65.0,Staff Scientist,Argiculture,No,22.0,<30,Mass Customer,2265.0,New South Wales,Australia,5.0,178,0
8763,8999,29,1728,2017-09-24,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01 11:51:36,135.84999999999997,Male,41.0,Paralegal,Financial Services,No,44.0,40-50,Affluent Customer,2770.0,New South Wales,Australia,8.0,97,0
8764,9000,42,3109,2017-03-23,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01 10:49:51,199.0999999999999,Female,75.0,Automation Specialist II,Health,Yes,63.0,60+,Mass Customer,2170.0,New South Wales,Australia,9.0,282,1
8766,9002,25,1419,2017-02-14,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01 09:24:48,709.34,Male,5.0,Physical Therapy Assistant,Financial Services,Yes,54.0,50-60,Mass Customer,2767.0,New South Wales,Australia,9.0,319,1
8767,9003,93,3327,2017-10-11,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 10:13:53,834.9399999999999,Male,84.0,Teacher,Manufacturing,No,48.0,40-50,Mass Customer,3337.0,Victoria,Australia,4.0,80,0
8768,9004,38,2132,2017-11-11,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 11:23:29,1702.5499999999997,Female,16.0,Human Resources Manager,Financial Services,Yes,36.0,30-40,High Net Worth,2145.0,New South Wales,Australia,9.0,49,1
8769,9005,50,2730,2017-07-07,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,1970-01-01 10:27:48,43.97,Male,15.0,Senior Financial Analyst,Financial Services,No,61.0,60+,Mass Customer,4165.0,QLD,Australia,7.0,176,0
8770,9006,44,3283,2017-11-16,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1970-01-01 10:20:20,1660.88,Female,46.0,Administrative Officer,Property,Yes,42.0,40-50,Mass Customer,2759.0,New South Wales,Australia,8.0,44,1
8771,9007,83,1929,2017-01-08,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,1970-01-01 11:32:13,1408.91,Female,79.0,Food Chemist,Health,No,35.0,30-40,Affluent Customer,3976.0,Victoria,Australia,7.0,356,0
8773,9009,1,1969,2017-10-30,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 10:27:39,448.67999999999995,Male,54.0,Teacher,IT,Yes,60.0,50-60,Mass Customer,3156.0,Victoria,Australia,8.0,61,1
8775,9011,86,1533,2017-01-05,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01 10:02:25,110.56,Female,59.0,Social Worker,Health,Yes,44.0,40-50,Affluent Customer,2567.0,New South Wales,Australia,10.0,359,1
8776,9012,57,1022,2017-10-08,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01 09:36:26,1630.25,Female,56.0,Assistant Manager,Financial Services,Yes,31.0,30-40,Affluent Customer,2136.0,New South Wales,Australia,10.0,83,1
8777,9013,44,3169,2017-01-05,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1970-01-01 10:20:20,1660.88,Male,96.0,Payment Adjustment Coordinator,IT,Yes,57.0,50-60,Mass Customer,3027.0,Victoria,Australia,7.0,359,1
8778,9014,53,853,2017-01-08,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 10:11:08,693.76,Female,26.0,Media Manager I,Retail,Yes,40.0,30-40,Mass Customer,2650.0,New South Wales,Australia,2.0,356,1
8780,9016,43,1482,2017-10-23,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 10:08:18,502.47,Male,29.0,Electrical Engineer,Manufacturing,No,42.0,40-50,Mass Customer,2428.0,New South Wales,Australia,8.0,68,0
8781,9017,42,3133,2017-04-21,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01 10:58:46,199.0999999999999,Female,89.0,Quality Control Specialist,Manufacturing,No,22.0,<30,Mass Customer,2566.0,New South Wales,Australia,8.0,253,0
8782,9018,67,432,2017-05-15,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01 11:13:30,167.20999999999998,Male,83.0,Nuclear Power Engineer,Manufacturing,Yes,31.0,30-40,Affluent Customer,2065.0,New South Wales,Australia,10.0,229,1
8783,9019,89,2993,2017-05-15,0.0,Cancelled,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01 09:27:59,1305.25,Female,85.0,Graphic Designer,Financial Services,No,26.0,<30,Affluent Customer,2138.0,New South Wales,Australia,9.0,229,0
8785,9021,8,3434,2017-10-27,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1970-01-01 11:17:29,187.38999999999987,Female,20.0,Account Coordinator,Health,No,48.0,40-50,Mass Customer,3149.0,Victoria,Australia,11.0,64,0
8786,9022,88,1546,2017-03-03,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01 10:41:22,817.36,Female,22.0,Compensation Analyst,Financial Services,Yes,65.0,60+,Mass Customer,2153.0,New South Wales,Australia,10.0,302,1
8787,9023,21,474,2017-09-24,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1970-01-01 09:46:00,690.49,Female,86.0,Geologist IV,Entertainment,No,38.0,30-40,Affluent Customer,2567.0,New South Wales,Australia,9.0,97,0
8790,9026,72,2630,2017-04-07,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01 11:51:50,90.09999999999997,Male,76.0,Senior Sales Associate,Retail,No,43.0,40-50,Mass Customer,2304.0,New South Wales,Australia,5.0,267,0
8792,9028,59,218,2017-07-02,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01 10:27:06,155.6500000000001,Female,37.0,Administrative Officer,Property,Yes,28.0,<30,High Net Worth,2015.0,New South Wales,Australia,8.0,181,1
8795,9031,32,748,2017-04-27,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01 09:54:27,471.6,Female,51.0,VP Marketing,Financial Services,No,40.0,30-40,High Net Worth,2176.0,New South Wales,Australia,9.0,247,0
